case,file,file_name,function,parent,lineno,endline,complexity,radon_grade,radon_grade_num,n_pycefr_constructs,n_pycefr_classes,max_level_num,max_level,mean_level_num,level_counts,top_classes
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_404_sum_of_left_leaves/sum_of_left_leaves.py,sum_of_left_leaves.py,__init__,,2,5,1,A,1,7,3,2.0,A2,1.5714285714285714,"{""A2"": 4, ""A1"": 3}","{""Simple Atributte"": 3, ""Simple Assignment"": 3, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_543_diameter_of_a_tree/tree_diameter.py,tree_diameter.py,TreeNode,,1,5,2,A,1,16,4,3.0,B1,1.75,"{""A2"": 8, ""A1"": 6, ""B1"": 2}","{""Simple Atributte"": 6, ""Simple Assignment"": 6, ""Function with Simple argument with Default argument"": 2, ""Simple Class  Using the constructor method --> __init__"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_543_diameter_of_a_tree/tree_diameter.py,tree_diameter.py,tree_diameter,,8,24,1,A,1,16,6,4.0,B2,1.4375,"{""A1"": 11, ""A2"": 4, ""B2"": 1}","{""Simple Assignment"": 5, ""Simple Atributte"": 4, ""Return"": 3, ""Function with Simple argument"": 2, ""Simple If statements"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_543_diameter_of_a_tree/tree_diameter.py,tree_diameter.py,tree_diameter_helper,tree_diameter,9,19,2,A,1,9,5,4.0,B2,1.5555555555555556,"{""A1"": 6, ""A2"": 2, ""B2"": 1}","{""Simple Assignment"": 3, ""Simple Atributte"": 2, ""Return"": 2, ""Simple If statements"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_543_diameter_of_a_tree/tree_diameter.py,tree_diameter.py,__init__,,2,5,1,A,1,14,3,2.0,A2,1.5714285714285714,"{""A2"": 8, ""A1"": 6}","{""Simple Atributte"": 6, ""Simple Assignment"": 6, ""Function with Simple argument with Default argument"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_669_trim_a_binary_search_tree/trim_a_binary_search_tree.py,trim_a_binary_search_tree.py,trimBST,,1,15,1,A,1,21,7,4.0,B2,1.5238095238095237,"{""A1"": 12, ""A2"": 8, ""B2"": 1}","{""Simple Atributte"": 8, ""Return"": 5, ""Simple If statements"": 3, ""Simple Assignment"": 2, ""Unary Operation"": 1, ""Function with Simple argument"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_669_trim_a_binary_search_tree/trim_a_binary_search_tree.py,trim_a_binary_search_tree.py,trim,trimBST,2,13,4,A,1,19,6,4.0,B2,1.5789473684210527,"{""A1"": 10, ""A2"": 8, ""B2"": 1}","{""Simple Atributte"": 8, ""Return"": 4, ""Simple If statements"": 3, ""Simple Assignment"": 2, ""Unary Operation"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_106_construct_binary_tree_from_inorder_postorder_traversal/construct_binary_tree_from_inorder_postorder_traversal.py,construct_binary_tree_from_inorder_postorder_traversal.py,build_tree,,7,25,2,A,1,18,11,6.0,C2,1.6666666666666667,"{""A1"": 15, ""C2"": 1, ""C1"": 1, ""B2"": 1}","{""Simple Assignment"": 5, ""Return"": 3, ""Subscript"": 2, ""Simple Tuple"": 1, ""'enumerate' call function"": 1, ""Boolean Operation"": 1, ""Simple Dictionary Comprehension"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_106_construct_binary_tree_from_inorder_postorder_traversal/construct_binary_tree_from_inorder_postorder_traversal.py,construct_binary_tree_from_inorder_postorder_traversal.py,buildTreeHelper,build_tree,9,23,3,A,1,12,7,4.0,B2,1.25,"{""A1"": 11, ""B2"": 1}","{""Simple Assignment"": 4, ""Subscript"": 2, ""Return"": 2, ""Boolean Operation"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Simple If statements"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_106_construct_binary_tree_from_inorder_postorder_traversal/construct_binary_tree_from_inorder_postorder_traversal.py,construct_binary_tree_from_inorder_postorder_traversal.py,TreeNode,,1,5,2,A,1,8,4,3.0,B1,1.75,"{""A2"": 4, ""A1"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Assignment"": 3, ""Function with Simple argument with Default argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_106_construct_binary_tree_from_inorder_postorder_traversal/construct_binary_tree_from_inorder_postorder_traversal.py,construct_binary_tree_from_inorder_postorder_traversal.py,__init__,,2,5,1,A,1,7,3,2.0,A2,1.5714285714285714,"{""A2"": 4, ""A1"": 3}","{""Simple Atributte"": 3, ""Simple Assignment"": 3, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_113_path_sum_II/path_sum.py,path_sum.py,path_sum,,1,18,1,A,1,60,17,4.0,B2,1.5666666666666667,"{""A1"": 31, ""A2"": 26, ""B2"": 2, ""B1"": 1}","{""Simple Atributte"": 22, ""Simple Assignment"": 7, ""Simple If statements"": 6, ""Return"": 5, ""Simple Tuple"": 2, ""Boolean Operation"": 2, ""Assigment with sum (total = total + 1)"": 2, ""Simple List"": 2, ""Recursive Functions"": 2, ""Unary Operation"": 2}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_113_path_sum_II/path_sum.py,path_sum.py,path_sum_helper,path_sum,2,13,5,A,1,44,14,4.0,B2,1.5681818181818181,"{""A2"": 22, ""A1"": 21, ""B2"": 1}","{""Simple Atributte"": 18, ""Simple If statements"": 5, ""Simple Assignment"": 3, ""Return"": 3, ""Simple Tuple"": 2, ""Boolean Operation"": 2, ""Assigment with sum (total = total + 1)"": 2, ""Unary Operation"": 2, ""Simplified incremental Assignment with increase amount"": 2, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_108_converted_sorted_array_to_bst/converted_sorted_array_to_bst.py,converted_sorted_array_to_bst.py,convert_to_bst,,7,23,2,A,1,16,8,4.0,B2,1.1875,"{""A1"": 15, ""B2"": 1}","{""Return"": 4, ""Simple Assignment"": 3, ""Simple If statements"": 3, ""Simple Tuple"": 2, ""Subscript"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Function with Simple argument"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_108_converted_sorted_array_to_bst/converted_sorted_array_to_bst.py,converted_sorted_array_to_bst.py,convert_to_bst_helper,convert_to_bst,12,21,3,A,1,9,6,4.0,B2,1.3333333333333333,"{""A1"": 8, ""B2"": 1}","{""Simple Assignment"": 2, ""Simple If statements"": 2, ""Return"": 2, ""Subscript"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_108_converted_sorted_array_to_bst/converted_sorted_array_to_bst.py,converted_sorted_array_to_bst.py,inorder,,26,32,2,A,1,7,5,4.0,B2,1.8571428571428572,"{""A1"": 3, ""A2"": 3, ""B2"": 1}","{""Simple Atributte"": 3, ""Print"": 1, ""Simple If statements"": 1, ""Recursive Functions"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_108_converted_sorted_array_to_bst/converted_sorted_array_to_bst.py,converted_sorted_array_to_bst.py,Node,,1,4,2,A,1,9,5,3.0,B1,1.6666666666666667,"{""A1"": 4, ""A2"": 4, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument with Default argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_108_converted_sorted_array_to_bst/converted_sorted_array_to_bst.py,converted_sorted_array_to_bst.py,__init__,,2,4,1,A,1,8,4,2.0,A2,1.5,"{""A1"": 4, ""A2"": 4}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_653_two_sum_IV/two_sum.py,two_sum.py,two_sum_bst,,2,25,1,A,1,63,16,6.0,C2,1.2698412698412698,"{""A1"": 52, ""A2"": 9, ""C2"": 1, ""B2"": 1}","{""Return"": 10, ""Simple List"": 9, ""Simple Assignment"": 8, ""Subscript"": 7, ""Print"": 6, ""Simple If statements"": 6, ""Simple Atributte"": 4, ""Simple Dictionary"": 3, ""Assigment with sum (total = total + 1)"": 3, ""Simple Tuple"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_653_two_sum_IV/two_sum.py,two_sum.py,two_sum_helper,two_sum_bst,3,21,5,A,1,55,14,6.0,C2,1.2545454545454546,"{""A1"": 47, ""A2"": 6, ""C2"": 1, ""B2"": 1}","{""Simple List"": 9, ""Return"": 9, ""Subscript"": 7, ""Print"": 6, ""Simple If statements"": 6, ""Simple Assignment"": 5, ""Simple Atributte"": 4, ""Assigment with sum (total = total + 1)"": 3, ""Simple Tuple"": 1, ""'enumerate' call function"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/root_to_node_path_in_binary_tree/root_to_node.py,root_to_node.py,Node,,2,5,2,A,1,7,4,3.0,B1,1.7142857142857142,"{""A2"": 3, ""A1"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/root_to_node_path_in_binary_tree/root_to_node.py,root_to_node.py,findPath,,7,28,1,A,1,19,7,4.0,B2,1.4210526315789473,"{""A1"": 13, ""A2"": 5, ""B2"": 1}","{""Return"": 6, ""Simple Atributte"": 5, ""Simple If statements"": 4, ""Simple List"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/root_to_node_path_in_binary_tree/root_to_node.py,root_to_node.py,solvePath,findPath,9,23,5,A,1,15,4,4.0,B2,1.5333333333333334,"{""A1"": 9, ""A2"": 5, ""B2"": 1}","{""Simple Atributte"": 5, ""Return"": 5, ""Simple If statements"": 4, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/root_to_node_path_in_binary_tree/root_to_node.py,root_to_node.py,__init__,,3,5,1,A,1,6,3,2.0,A2,1.5,"{""A2"": 3, ""A1"": 3}","{""Simple Atributte"": 3, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_998_maximum_binary_tree_II/maximum_binary_tree.py,maximum_binary_tree.py,insertIntoMaxTree2,,23,40,2,A,1,35,11,4.0,B2,1.2571428571428571,"{""A1"": 30, ""A2"": 3, ""B2"": 2}","{""Simple Assignment"": 11, ""Return"": 6, ""Simple Atributte"": 3, ""Simple If statements"": 3, ""Unary Operation"": 2, ""Subscript"": 2, ""Slice"": 2, ""Recursive Functions"": 2, ""Simple Tuple"": 2, ""Simple List"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_998_maximum_binary_tree_II/maximum_binary_tree.py,maximum_binary_tree.py,buildTree,insertIntoMaxTree2,29,38,2,A,1,21,9,4.0,B2,1.1904761904761905,"{""A1"": 19, ""A2"": 1, ""B2"": 1}","{""Simple Assignment"": 7, ""Return"": 4, ""Subscript"": 2, ""Slice"": 2, ""Simple If statements"": 2, ""Simple Atributte"": 1, ""Unary Operation"": 1, ""Recursive Functions"": 1, ""Simple Tuple"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_998_maximum_binary_tree_II/maximum_binary_tree.py,maximum_binary_tree.py,inorder,,42,47,2,A,1,12,7,4.0,B2,1.5833333333333333,"{""A1"": 7, ""A2"": 4, ""B2"": 1}","{""Simple Atributte"": 4, ""Return"": 2, ""Simple Tuple"": 2, ""Simple If statements"": 1, ""Recursive Functions"": 1, ""Subscript"": 1, ""Simple Assignment"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_998_maximum_binary_tree_II/maximum_binary_tree.py,maximum_binary_tree.py,TreeNode,,2,6,2,A,1,15,4,3.0,B1,1.6666666666666667,"{""A2"": 8, ""A1"": 6, ""B1"": 1}","{""Simple Atributte"": 6, ""Simple Assignment"": 6, ""Function with Simple argument with Default argument"": 2, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_998_maximum_binary_tree_II/maximum_binary_tree.py,maximum_binary_tree.py,insertIntoMaxTree,,9,19,1,A,1,26,9,4.0,B2,1.3846153846153846,"{""A1"": 20, ""A2"": 4, ""B2"": 2}","{""Return"": 6, ""Simple Assignment"": 5, ""Simple Atributte"": 4, ""Simple If statements"": 3, ""Recursive Functions"": 2, ""Subscript"": 2, ""Slice"": 2, ""Function with Simple argument"": 1, ""Unary Operation"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_998_maximum_binary_tree_II/maximum_binary_tree.py,maximum_binary_tree.py,buildTree,insertIntoMaxTree,10,17,3,A,1,22,8,4.0,B2,1.3181818181818181,"{""A1"": 17, ""A2"": 4, ""B2"": 1}","{""Simple Assignment"": 5, ""Simple Atributte"": 4, ""Return"": 4, ""Simple If statements"": 3, ""Subscript"": 2, ""Slice"": 2, ""Recursive Functions"": 1, ""Unary Operation"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_998_maximum_binary_tree_II/maximum_binary_tree.py,maximum_binary_tree.py,__init__,,3,6,1,A,1,13,3,2.0,A2,1.5384615384615385,"{""A2"": 7, ""A1"": 6}","{""Simple Atributte"": 6, ""Simple Assignment"": 6, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_606_construct_string_from_tree/construct_string_from_tree.py,construct_string_from_tree.py,TreeNode,,1,5,2,A,1,8,4,3.0,B1,1.75,"{""A2"": 4, ""A1"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Assignment"": 3, ""Function with Simple argument with Default argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_606_construct_string_from_tree/construct_string_from_tree.py,construct_string_from_tree.py,treeStr,,7,22,1,A,1,18,8,4.0,B2,1.6666666666666667,"{""A2"": 9, ""A1"": 8, ""B2"": 1}","{""Simple Atributte"": 6, ""Simplified incremental Assignment with increase amount"": 3, ""Simple If statements"": 3, ""Return"": 2, ""Unary Operation"": 1, ""Simple Assignment"": 1, ""Function with Simple argument"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_606_construct_string_from_tree/construct_string_from_tree.py,construct_string_from_tree.py,treeStrHelper,treeStr,8,20,4,A,1,16,7,4.0,B2,1.75,"{""A2"": 9, ""A1"": 6, ""B2"": 1}","{""Simple Atributte"": 6, ""Simplified incremental Assignment with increase amount"": 3, ""Simple If statements"": 3, ""Unary Operation"": 1, ""Simple Assignment"": 1, ""Recursive Functions"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_606_construct_string_from_tree/construct_string_from_tree.py,construct_string_from_tree.py,__init__,,2,5,1,A,1,7,3,2.0,A2,1.5714285714285714,"{""A2"": 4, ""A1"": 3}","{""Simple Atributte"": 3, ""Simple Assignment"": 3, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/preorder_inorder_postorder_in_one_traversal/traversals_recursive.py,traversals_recursive.py,Node,,1,4,2,A,1,7,4,3.0,B1,1.7142857142857142,"{""A2"": 3, ""A1"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/preorder_inorder_postorder_in_one_traversal/traversals_recursive.py,traversals_recursive.py,traversals,,6,20,1,A,1,21,9,4.0,B2,1.5238095238095237,"{""A1"": 12, ""A2"": 8, ""B2"": 1}","{""Simple Atributte"": 8, ""Simple List"": 4, ""Simple Tuple"": 2, ""Return"": 2, ""Unary Operation"": 1, ""Simple Assignment"": 1, ""Simple If statements"": 1, ""Function with Simple argument"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/preorder_inorder_postorder_in_one_traversal/traversals_recursive.py,traversals_recursive.py,traverse_helper,traversals,7,16,2,A,1,12,5,4.0,B2,1.9166666666666667,"{""A2"": 8, ""A1"": 3, ""B2"": 1}","{""Simple Atributte"": 8, ""Unary Operation"": 1, ""Simple If statements"": 1, ""Recursive Functions"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/preorder_inorder_postorder_in_one_traversal/traversals_recursive.py,traversals_recursive.py,__init__,,2,4,1,A,1,6,3,2.0,A2,1.5,"{""A2"": 3, ""A1"": 3}","{""Simple Atributte"": 3, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/preorder_inorder_postorder_in_one_traversal/traversals_iterative.py,traversals_iterative.py,traversals,,6,27,7,B,2,42,9,3.0,B1,1.4047619047619047,"{""A1"": 26, ""A2"": 15, ""B1"": 1}","{""Simple Atributte"": 15, ""Simple Tuple"": 8, ""Simple List"": 6, ""Simple If statements"": 5, ""Simple Assignment"": 3, ""Return"": 2, ""Unary Operation"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/preorder_inorder_postorder_in_one_traversal/traversals_iterative.py,traversals_iterative.py,Node,,1,4,2,A,1,7,4,3.0,B1,1.7142857142857142,"{""A2"": 3, ""A1"": 3, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Assignment"": 2, ""Function with Simple argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/preorder_inorder_postorder_in_one_traversal/traversals_iterative.py,traversals_iterative.py,__init__,,2,4,1,A,1,6,3,2.0,A2,1.5,"{""A2"": 3, ""A1"": 3}","{""Simple Atributte"": 3, ""Simple Assignment"": 2, ""Function with Simple argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_662_maximum_width_of_binary_tree/maximum_width_of_binary_tree.py,maximum_width_of_binary_tree.py,widthOfBinaryTree,,3,21,6,B,2,33,13,3.0,B1,1.303030303030303,"{""A1"": 24, ""A2"": 8, ""B1"": 1}","{""Simple Atributte"": 7, ""Simple Assignment"": 5, ""Simple Tuple"": 4, ""Subscript"": 4, ""Simple If statements"": 3, ""Unary Operation"": 2, ""Return"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Assigment with sum (total = total + 1)"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_99_recover_binary_search_trees/recover_binary_search_trees.py,recover_binary_search_trees.py,recover_bst,,1,22,5,A,1,37,9,4.0,B2,1.4054054054054055,"{""A1"": 24, ""A2"": 12, ""B2"": 1}","{""Simple Atributte"": 12, ""Simple Tuple"": 6, ""Simple Assignment"": 6, ""Simple If statements"": 5, ""Boolean Operation"": 3, ""Unary Operation"": 2, ""Function with Simple argument"": 1, ""Recursive Functions"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_99_recover_binary_search_trees/recover_binary_search_trees.py,recover_binary_search_trees.py,recover_bst_helper,recover_bst,2,14,5,A,1,17,8,4.0,B2,1.411764705882353,"{""A1"": 12, ""A2"": 4, ""B2"": 1}","{""Simple Atributte"": 4, ""Simple Assignment"": 3, ""Simple If statements"": 3, ""Simple Tuple"": 2, ""Unary Operation"": 2, ""Boolean Operation"": 1, ""Recursive Functions"": 1, ""Return"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_107_binary_tree_level_order_traversal_II/binary_tree_level_order_traversal.py,binary_tree_level_order_traversal.py,level_order_bottom,,3,23,6,B,2,90,11,3.0,B1,1.4333333333333333,"{""A1"": 54, ""A2"": 33, ""B1"": 3}","{""Simple Atributte"": 30, ""Simple List"": 11, ""Simple Assignment"": 11, ""Simple If statements"": 9, ""Simple Tuple"": 8, ""Return"": 6, ""'range' call function"": 3, ""Unary Operation"": 3, ""Simple For Loop"": 3, ""While with Else Loop"": 3}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_111_min_depth_of_binary_tree/min_depth_of_binary_tree.py,min_depth_of_binary_tree.py,min_depth_bfs,,10,31,8,B,2,26,11,3.0,B1,1.5,"{""A1"": 14, ""A2"": 11, ""B1"": 1}","{""Simple Atributte"": 9, ""Simple Assignment"": 4, ""Simple If statements"": 4, ""Return"": 2, ""Simple List"": 1, ""'range' call function"": 1, ""Boolean Operation"": 1, ""Simplified incremental Assignment with increase amount"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_111_min_depth_of_binary_tree/min_depth_of_binary_tree.py,min_depth_of_binary_tree.py,min_depth_of_tree,,35,55,2,A,1,21,7,4.0,B2,1.4285714285714286,"{""A1"": 14, ""A2"": 6, ""B2"": 1}","{""Simple Atributte"": 6, ""Simple Assignment"": 4, ""Simple If statements"": 4, ""Return"": 4, ""Boolean Operation"": 1, ""Function with Simple argument"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_111_min_depth_of_binary_tree/min_depth_of_binary_tree.py,min_depth_of_binary_tree.py,min_depth_helper,min_depth_of_tree,37,50,6,B,2,17,6,4.0,B2,1.5294117647058822,"{""A1"": 10, ""A2"": 6, ""B2"": 1}","{""Simple Atributte"": 6, ""Simple Assignment"": 4, ""Simple If statements"": 3, ""Return"": 2, ""Boolean Operation"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_111_min_depth_of_binary_tree/min_depth_of_binary_tree.py,min_depth_of_binary_tree.py,Node,,2,5,2,A,1,9,5,3.0,B1,1.6666666666666667,"{""A1"": 4, ""A2"": 4, ""B1"": 1}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument with Default argument"": 1, ""Simple Class  Using the constructor method --> __init__"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_111_min_depth_of_binary_tree/min_depth_of_binary_tree.py,min_depth_of_binary_tree.py,__init__,,3,5,1,A,1,8,4,2.0,A2,1.5,"{""A1"": 4, ""A2"": 4}","{""Simple Atributte"": 3, ""Simple Tuple"": 2, ""Simple Assignment"": 2, ""Function with Simple argument with Default argument"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_236_lowest_common_ancestor_of_binary_tree/lowest_common_ancestor_of_binary_tree.py,lowest_common_ancestor_of_binary_tree.py,lca,,4,20,1,A,1,23,9,4.0,B2,1.5217391304347827,"{""A1"": 14, ""A2"": 7, ""B1"": 1, ""B2"": 1}","{""Simple Atributte"": 7, ""Return"": 5, ""Simple Assignment"": 3, ""Simple If statements"": 3, ""Simple List"": 1, ""If statements expression (else)"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Function with Simple argument"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_236_lowest_common_ancestor_of_binary_tree/lowest_common_ancestor_of_binary_tree.py,lowest_common_ancestor_of_binary_tree.py,lca_helper,lca,6,18,5,A,1,18,7,4.0,B2,1.6111111111111112,"{""A1"": 10, ""A2"": 6, ""B1"": 1, ""B2"": 1}","{""Simple Atributte"": 6, ""Return"": 4, ""Simple If statements"": 3, ""Simple Assignment"": 2, ""If statements expression (else)"": 1, ""Assigment with sum (total = total + 1)"": 1, ""Recursive Functions"": 1}"
python-algorithms,/home/juan/Documents/Analisis-CC-PyCEFR/python-algorithms/leetcode/src/binary_trees/lc_513_find_bottom_left_tree_value/find_bottom_left_tree_value.py,find_bottom_left_tree_value.py,findBottomLeftValue,,3,19,6,B,2,22,9,3.0,B1,1.5,"{""A1"": 12, ""A2"": 9, ""B1"": 1}","{""Simple Atributte"": 8, ""Simple Assignment"": 5, ""Simple If statements"": 3, ""Simple List"": 1, ""'range' call function"": 1, ""Simple For Loop"": 1, ""While with Else Loop"": 1, ""Function with Simple argument"": 1, ""Return"": 1}"
